Time Stamp,ID,Extended,Dir,Bus,LEN,D1,D2,D3,D4,D5,D6,D7,D8
32752190,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32753214,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32754237,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32755257,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32756078,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32757104,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32758124,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32758946,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32759971,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32760992,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32761823,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32763207,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32763753,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32764923,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32765647,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32766660,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32767673,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32768494,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32769514,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32770525,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32771347,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32772360,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32773378,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32774392,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32775404,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32776221,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32777240,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32778249,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32779062,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32780075,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32781091,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32782102,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32783266,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32784022,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32784866,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32785895,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32786916,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32787747,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32788769,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32789799,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32790629,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32791652,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32792673,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32793702,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32794562,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32795584,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32796414,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32797441,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32798269,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32799287,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32800311,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32801132,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32802193,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32803388,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32804149,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32804967,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32806013,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32806834,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32807849,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32808875,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32809697,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32810735,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32811852,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32812674,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32813496,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32814512,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32815522,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32816534,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32817357,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32818367,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32819379,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32820391,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32821217,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32822281,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32823443,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32824217,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32825056,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32826085,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32826906,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32827929,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32828963,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32829909,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32830863,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32831888,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32832714,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32833740,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32834761,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32835784,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32836613,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32837642,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32838662,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32839491,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32840515,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32841538,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32842367,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32843579,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32844346,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32845176,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32846192,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32847201,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32848216,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32849236,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32850050,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32851063,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32852073,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32852896,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32853912,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32854925,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32855741,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32856757,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32857774,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32858787,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32859798,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32860620,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32861639,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32862460,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32863648,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32864386,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32865495,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32866320,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32867342,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32868361,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32869187,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32870210,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32871236,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32872056,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32873080,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32874106,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32875125,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32875949,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32876971,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32877997,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32878823,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32879871,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32880699,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32881725,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32883718,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32883731,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32884688,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32885513,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32886528,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32887541,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32888363,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32889379,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32890393,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32891404,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32892414,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32893244,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32894256,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32895269,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32896388,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32897056,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32898074,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32899088,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32899906,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32900921,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32901936,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32904080,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32904097,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32904853,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32905880,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32906709,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32907730,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32908563,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32909589,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32910611,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32911437,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32912481,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32913518,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32914369,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32915252,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32916330,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32917154,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32918175,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32919197,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32920218,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32921248,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32922070,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32924066,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32924079,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32925048,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32925874,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32926886,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32927705,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32928717,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32929737,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32930747,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32931759,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32932583,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32933602,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32934425,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32935439,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32936453,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32937278,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32938291,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32939305,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32940315,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32941333,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32942342,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32944173,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32944183,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32945072,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32946358,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32946989,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32948010,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32948838,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32949864,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32950885,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32951711,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32952735,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32953759,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32954587,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32955609,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32956631,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32957656,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32958676,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32959507,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32960526,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32961553,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32962382,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32964124,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32964509,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32965350,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32966364,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32967376,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32968390,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32969213,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32970230,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32971243,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32972057,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32973069,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32974086,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32974905,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32975915,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32976927,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32977943,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32978763,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32979777,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32980791,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32981807,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32982628,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32984195,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32984537,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
32985584,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
32986442,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32987463,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
32988632,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32989457,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32990285,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
32991308,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32992131,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32993160,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32994180,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
32995201,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
32996027,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
32997047,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
32998073,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
32998922,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
32999959,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33000789,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33001815,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33002644,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33004196,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33004582,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33005604,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33006644,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33007466,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33008479,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33009318,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33010328,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33011341,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
33012354,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33013174,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33014197,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33015221,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33016039,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33017053,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33018071,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33018893,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33019905,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33020913,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
33021929,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33022940,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
33024322,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
33024873,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33025718,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
33026989,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33027792,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33028619,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33029646,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33030470,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33031493,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
33032514,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33033538,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
33034558,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
33035581,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33036409,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
33037436,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33038260,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33039284,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33040304,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33041125,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
33042148,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33043167,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
33044339,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33045083,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33045909,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
33046941,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33047762,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33048776,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33049797,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
33050616,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33051629,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33052642,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33053659,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33054480,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33055492,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33056313,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33057329,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33058342,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33059356,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
33060366,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33061380,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
33062196,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
33063211,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33064410,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33065139,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33065964,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33066987,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
33067813,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33068838,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
33069867,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33070885,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33071711,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33072797,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33073646,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33074683,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33075538,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33076647,00000228,false,Rx,0,8,80,00,80,80,00,00,00,00,
33077673,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33078500,00000128,false,Rx,0,8,00,00,00,00,00,A0,00,00,
33079548,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
33080588,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33081439,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
33082461,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33083287,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33084505,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33085260,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33086270,000001A8,false,Rx,0,8,00,00,00,00,00,00,A0,00,
33087085,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33088097,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33089118,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33090127,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33091139,000000B6,false,Rx,0,8,D9,00,65,8F,00,FF,00,A0,
33091956,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33092969,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33093987,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33094807,000003F6,false,Rx,0,7,00,00,00,00,00,C0,00,00,
33095832,000001A1,false,Rx,0,8,00,8B,C6,00,00,00,00,00,
33096655,00000161,false,Rx,0,7,00,00,D7,64,00,00,00,00,
33097672,00000168,false,Rx,0,8,00,00,00,00,02,00,00,00,
33098682,00000036,false,Rx,0,8,00,00,06,2F,01,80,00,00,
33099697,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33100515,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33101559,000000F6,false,Rx,0,8,8E,A0,00,00,00,08,63,20,
33102393,000000F6,false,Rx,0,8,86,64,00,00,00,08,63,20,
33103426,000000F6,false,Rx,0,8,86,64,00,00,00,08,63,20,
33104619,000000F6,false,Rx,0,8,86,64,00,00,00,08,63,20,
33105362,000000F6,false,Rx,0,8,86,64,00,00,00,08,63,20,
33106185,000000F6,false,Rx,0,8,86,64,00,00,00,08,63,20,
33107206,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
33108232,000000F6,false,Rx,0,8,86,64,00,00,00,08,63,20,
33109066,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
33110125,00000036,false,Rx,0,8,00,00,06,2F,00,80,00,00,
33111161,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
33111985,000000B6,false,Rx,0,8,00,00,00,00,00,FF,00,A0,
33113005,00000168,false,Rx,0,8,00,00,00,00,00,00,00,00,
